CustomerKey,FirstName,LastName,Fullname,BirthDate,Gender,DateFirstPurchase,CustomerCity
12944,Jose,Jai,Jose Jai,1/18/1971,Male,3/26/2021,Cliffside
12945,Jessica,Bailey,Jessica Bailey,9/21/1970,Female,5/17/2021,N. Vancouver
12946,Seth,Allen,Seth Allen,6/3/1971,Male,9/17/2021,Puyallup
12947,Isaiah,Sanchez,Isaiah Sanchez,8/16/1969,Male,12/30/2019,Bellflower
12948,Adam,Kumar,Adam Kumar,9/29/1975,Male,2/14/2021,Glendale
12949,Morgan,Rivera,Morgan Rivera,6/18/1970,Female,1/10/2020,Salem
12950,Mary,Adams,Mary Adams,4/14/1970,Female,1/26/2020,Milwaukie
12951,Blake,Simmons,Blake Simmons,12/2/1974,Male,3/29/2021,W. Linn
12952,Jennifer,Hughes,Jennifer Hughes,12/12/1979,Female,8/13/2021,Lemon Grove
12953,Catherine,Cooper,Catherine Cooper,5/11/1969,Female,4/18/2021,Spokane
12954,Pedro,Diaz,Pedro Diaz,2/19/1968,Male,5/18/2021,Burien
12955,Theresa,Hernandez,Theresa Hernandez,3/9/1968,Female,11/18/2021,Burlingame
12956,Marshall,Sun,Marshall Sun,3/7/1973,Male,6/29/2021,Cincinnati
12957,Isabella,Lopez,Isabella Lopez,2/23/1968,Female,5/15/2021,Spring Valley
12958,Jennifer,Campbell,Jennifer Campbell,1/24/1968,Female,9/22/2021,Spokane
12959,Sydney,Carter,Sydney Carter,5/20/1973,Female,7/9/2021,Shawnee
12960,Ashley,Lewis,Ashley Lewis,11/8/1973,Female,4/6/2021,Torrance
12961,Kimberly,Murphy,Kimberly Murphy,5/11/1973,Female,11/4/2021,Beaverton
12962,Jennifer,Edwards,Jennifer Edwards,4/18/1973,Female,10/25/2021,Newport Beach
12963,Marcus,Anderson,Marcus Anderson,4/20/1979,Male,12/8/2021,Oregon City
12964,Xavier,Russell,Xavier Russell,5/10/1973,Male,4/13/2021,Sooke
12965,Cody,Bell,Cody Bell,3/19/1967,Male,2/4/2021,National City
12966,Dennis,Zhu,Dennis Zhu,9/6/1966,Male,7/5/2021,Beverly Hills
12967,Fernando,Rodriguez,Fernando Rodriguez,10/8/1966,Male,6/9/2021,Lincoln Acres
12968,Paige,Butler,Paige Butler,6/14/1978,Female,11/23/2021,W. Linn
12969,Richard,Rodriguez,Richard Rodriguez,11/30/1965,Male,5/15/2021,Vancouver
12970,Angela,Powell,Angela Powell,1/14/1966,Female,4/30/2021,Vancouver
12971,Carl,Nara,Carl Nara,8/30/1965,Male,7/11/2021,Colma
12972,Carolyn,Suri,Carolyn Suri,6/18/1978,Female,5/21/2021,Cliffside
12973,Adrian,Howard,Adrian Howard,3/8/1978,Male,10/24/2021,Redmond
12974,Marc,Gill,Marc Gill,8/27/1972,Male,1/15/2022,Chula Vista
12975,Marcus,Wilson,Marcus Wilson,10/15/1972,Male,1/10/2020,Coronado
12976,Hunter,Thompson,Hunter Thompson,12/18/1972,Male,9/2/2021,Long Beach
12977,Destiny,Johnson,Destiny Johnson,2/19/1978,Female,3/6/2021,Los Angeles
12978,Danielle,James,Danielle James,5/15/1934,Female,7/5/2021,Burbank
12979,Christina,Ward,Christina Ward,2/16/1966,Female,2/20/2021,Spokane
12980,Max,Moyer,Max Moyer,2/10/1965,Male,1/5/2020,Burien
12981,Joe,Sanz,Joe Sanz,10/13/1964,Male,1/20/2020,Burlingame
12982,Brittany,Patterson,Brittany Patterson,11/13/1974,Female,8/30/2021,Coronado
12983,Gabriella,Carter,Gabriella Carter,12/17/1969,Female,3/3/2021,Imperial Beach
12984,Adam,Young,Adam Young,8/6/1963,Male,2/3/2021,Royal Oak
12985,Hailey,Roberts,Hailey Roberts,11/8/1963,Female,7/19/2021,Long Beach
12986,Rachel,Garcia,Rachel Garcia,3/6/1964,Female,3/6/2021,Port Hammond
12987,Felicia,Moreno,Felicia Moreno,5/8/1980,Female,4/16/2020,Sunbury
12988,Barbara,Goel,Barbara Goel,1/23/1980,Female,3/31/2020,Lane Cove
12989,Carly,Goel,Carly Goel,5/13/1975,Female,3/31/2020,Darlinghurst
12990,Leslie,Hernandez,Leslie Hernandez,4/14/1975,Female,4/17/2020,Hervey Bay
12991,Jésus,Serrano,Jésus Serrano,3/9/1979,Male,4/17/2020,Darlinghurst
12992,Ernest,Zeng,Ernest Zeng,10/18/1979,Male,3/23/2021,Perth
12993,Xavier,Henderson,Xavier Henderson,12/23/1979,Male,4/5/2021,Hobart
12994,Anna,Martinez,Anna Martinez,10/7/1975,Female,4/27/2020,Townsville
12995,Grant,Nara,Grant Nara,3/1/1976,Male,4/16/2020,Port Macquarie
12996,Jaclyn,Liu,Jaclyn Liu,11/10/1975,Female,4/21/2020,Cloverdale
12997,Nina,Xie,Nina Xie,11/8/1973,Female,7/5/2021,Darlinghurst
12998,Mayra,Mehta,Mayra Mehta,1/7/1979,Female,3/31/2020,Matraville
12999,Nichole,Shen,Nichole Shen,12/17/1972,Female,4/22/2020,Malabar
13000,Rafael,Raje,Rafael Raje,9/16/1980,Male,4/9/2020,Hobart
13001,Clarence,Zhang,Clarence Zhang,3/6/1975,Male,4/23/2020,Sunbury
13002,Roger,Cai,Roger Cai,2/18/1973,Male,2/25/2021,Rhodes
13003,Jill,Hernandez,Jill Hernandez,1/16/1978,Female,3/11/2021,Hervey Bay
13004,Randy,Chen,Randy Chen,10/31/1972,Male,6/22/2021,Darlinghurst
13005,Desiree,Alvarez,Desiree Alvarez,2/12/1972,Female,8/15/2021,Gold Coast
13006,Whitney,Rana,Whitney Rana,10/19/1971,Female,4/23/2020,Geelong
13007,Brooke,Ward,Brooke Ward,4/4/1971,Female,4/5/2020,Townsville
13008,Alberto,Muñoz,Alberto Muñoz,7/5/1976,Male,8/17/2021,Geelong
13009,Mindy,She,Mindy She,9/8/1970,Female,9/17/2021,Melbourne
13010,Erica,Ye,Erica Ye,8/12/1976,Female,4/27/2020,Townsville
13011,Anne,Ortega,Anne Ortega,11/1/1970,Female,4/19/2020,Geelong
13012,Krystal,Hu,Krystal Hu,3/24/1971,Female,4/19/2020,Goulburn
13013,Vincent,Ye,Vincent Ye,5/8/1970,Male,9/27/2021,Rockhampton
13014,James,Clark,James Clark,1/6/1985,Male,5/6/2021,Edmonds
13015,Rebecca,Parker,Rebecca Parker,1/8/1974,Female,1/28/2021,Lake Oswego
13016,Antonio,Bryant,Antonio Bryant,1/1/1974,Male,1/11/2020,Walla Walla
13017,Xavier,Alexander,Xavier Alexander,8/15/1984,Male,8/19/2021,Concord
13018,Brendan,Xie,Brendan Xie,4/10/1950,Male,3/30/2020,Matraville
13019,Destiny,Murphy,Destiny Murphy,8/28/1984,Female,1/12/2020,San Carlos
13020,Madalena,Sanchez,Madalena Sanchez,11/7/1950,Male,4/1/2020,Lavender Bay
13021,Kendra,Diaz,Kendra Diaz,1/6/1952,Female,4/17/2020,Milsons Point
13022,Rafael,Ma,Rafael Ma,2/20/1953,Male,3/31/2020,East Brisbane
13023,Dominique,Raman,Dominique Raman,8/26/1952,Female,9/7/2021,Malabar
13024,Marc,Moreno,Marc Moreno,9/5/1952,Male,4/16/2020,Seaford
13025,Reginald,Serrano,Reginald Serrano,5/18/1953,Male,4/11/2020,Wollongong
13026,Colleen,Zheng,Colleen Zheng,10/9/1964,Female,6/27/2021,Milsons Point
13027,Jeremy,Patterson,Jeremy Patterson,6/10/1983,Male,8/11/2021,Port Hammond
13028,Dalton,Thompson,Dalton Thompson,3/17/1983,Male,12/22/2021,Lynnwood
13029,Jennifer,Foster,Jennifer Foster,3/5/1983,Female,1/20/2020,Port Orchard
13030,Sophia,Lopez,Sophia Lopez,1/10/1983,Female,9/9/2021,Coronado
13031,Hunter,Shan,Hunter Shan,8/16/1982,Male,3/25/2021,Lemon Grove
13032,Kevin,Baker,Kevin Baker,10/7/1982,Male,12/31/2019,National City
13033,Xavier,Gonzalez,Xavier Gonzalez,5/20/1982,Male,1/17/2022,Oakland
13034,Kelsey,Yuan,Kelsey Yuan,8/27/1954,Female,6/7/2021,Goulburn
13035,Kristy,Torres,Kristy Torres,5/2/1956,Female,4/21/2020,Rockhampton
13036,Virginia,Subram,Virginia Subram,8/3/1955,Female,4/8/2020,Rhodes
13037,Terrence,Pal,Terrence Pal,4/22/1961,Male,4/28/2021,Milsons Point
13038,Wilson,Pais,Wilson Pais,1/28/1961,Male,4/11/2020,Lane Cove
13039,Trisha,Ma,Trisha Ma,2/17/1986,Female,12/31/2019,Coronado
13040,Roy,Gonzalez,Roy Gonzalez,9/12/1973,Male,11/20/2021,East Brisbane
13041,Cameron,Brown,Cameron Brown,5/4/1957,Male,4/4/2021,Melbourne
13042,Alison,Pal,Alison Pal,3/20/1957,Female,5/23/2021,Gold Coast
13043,Brenda,Madan,Brenda Madan,10/23/1957,Female,4/11/2021,Cranbourne
13044,Katrina,Jai,Katrina Jai,7/22/1957,Female,7/24/2021,Geelong
13045,Anne,Gomez,Anne Gomez,5/9/1969,Female,4/10/2021,Sunbury
13046,Jonathan,Rodriguez,Jonathan Rodriguez,4/4/1958,Male,3/19/2021,Brisbane
13047,Rodney,Vazquez,Rodney Vazquez,8/30/1963,Male,8/25/2021,Sunbury
13048,Alexis,Hayes,Alexis Hayes,12/24/1957,Female,5/28/2021,Melbourne
13049,Autumn,Wang,Autumn Wang,1/3/1959,Female,4/22/2020,Gold Coast
13050,Dennis,Zeng,Dennis Zeng,6/18/1959,Male,4/19/2020,Cloverdale
13051,Ethan,Jones,Ethan Jones,5/26/1960,Male,4/11/2020,Goulburn
13052,Jared,Morris,Jared Morris,5/10/1981,Male,5/5/2021,Beaverton
13053,Vincent,Lu,Vincent Lu,11/12/1980,Male,3/7/2021,Bellingham
13054,Bryce,Ward,Bryce Ward,3/16/1981,Male,12/12/2021,Burien
13055,Patrick,Gray,Patrick Gray,4/17/1981,Male,1/13/2020,Lebanon
13056,Morgan,Blue,Morgan Blue,3/22/1981,Female,1/6/2020,Woodburn
13057,Destiny,Powell,Destiny Powell,12/18/1980,Female,1/6/2020,Berkeley
13058,Ramon,Huang,Ramon Huang,2/12/1981,Male,1/17/2020,Chula Vista
13059,Keith,Deng,Keith Deng,8/14/1980,Male,1/1/2020,Colma
13060,Eugene,Zhu,Eugene Zhu,6/5/1986,Male,1/4/2020,Concord
13061,Ethan,Anderson,Ethan Anderson,11/29/1979,Male,9/6/2021,Oakland
13062,Eduardo,Williams,Eduardo Williams,1/6/1980,Male,12/29/2019,Olympia
13063,Jessica,Johnson,Jessica Johnson,3/10/1985,Female,1/8/2020,Olympia
13064,Dalton,Parker,Dalton Parker,3/13/1985,Male,1/19/2020,Bremerton
13065,Morgan,Gonzalez,Morgan Gonzalez,10/19/1979,Female,6/7/2021,Oak Bay
13066,Carson,Perry,Carson Perry,3/24/1980,Male,1/16/2020,Lake Oswego
13067,Olivia,Garcia,Olivia Garcia,5/24/1980,Female,1/19/2020,Burien
13068,Alexandria,Morris,Alexandria Morris,2/14/1985,Female,1/9/2020,Bellflower
13069,Adam,Green,Adam Green,2/16/1980,Male,1/14/2020,Bellingham
13070,Emma,Clark,Emma Clark,4/17/1979,Female,3/18/2021,Lake Oswego
13071,Thomas,Walker,Thomas Walker,11/8/1978,Male,5/28/2021,Victoria
13072,Emma,Rogers,Emma Rogers,10/29/1984,Female,6/29/2021,Lebanon
13073,Sydney,Lopez,Sydney Lopez,7/11/1981,Female,11/6/2021,Santa Cruz
13074,Grace,Hughes,Grace Hughes,3/12/1982,Female,5/2/2021,Spring Valley
13075,Kelvin,Lin,Kelvin Lin,10/8/1960,Male,4/21/2020,Bendigo
13076,Craig,Munoz,Craig Munoz,8/30/1960,Male,4/21/2020,Perth
13077,Alejandro,Goel,Alejandro Goel,5/21/1967,Male,4/22/2020,Rhodes
13078,Michele,Chande,Michele Chande,7/21/1961,Female,4/6/2020,Silverwater
13079,Edwin,Bhat,Edwin Bhat,8/26/1962,Male,4/24/2020,South Melbourne
13080,Denise,Mehta,Denise Mehta,5/14/1968,Female,5/5/2020,Perth
13081,Krista,Ruiz,Krista Ruiz,9/21/1962,Female,5/27/2020,Hervey Bay
13082,Juan,Peterson,Juan Peterson,8/24/1963,Male,5/7/2020,Cranbourne
13083,Jordyn,Butler,Jordyn Butler,8/26/1978,Female,1/11/2020,Walla Walla
13084,Luis,Hughes,Luis Hughes,4/12/1980,Male,6/9/2021,Oak Bay
13085,Daniel,Harris,Daniel Harris,9/16/1979,Male,1/1/2020,Bremerton
13086,Blake,Nelson,Blake Nelson,11/17/1979,Male,1/24/2020,Lynnwood
13087,Jeremy,Collins,Jeremy Collins,5/7/1980,Male,1/26/2020,Oregon City
13088,Megan,Powell,Megan Powell,8/23/1979,Female,1/28/2020,Sedro Woolley
13089,Elizabeth,Alexander,Elizabeth Alexander,2/28/1965,Female,5/19/2020,Townsville
13090,Wayne,Tang,Wayne Tang,11/28/1964,Male,6/22/2020,Townsville
13091,Deanna,Martin,Deanna Martin,8/7/1970,Female,6/24/2020,Caloundra
13092,William,Walker,William Walker,10/31/1977,Male,2/26/2021,Palo Alto
13093,Michelle,James,Michelle James,4/14/1963,Female,1/2/2020,Olympia
13094,Antonio,Diaz,Antonio Diaz,3/19/1968,Male,1/9/2022,Woodland Hills
13095,Jordan,Griffin,Jordan Griffin,1/21/1963,Male,2/9/2021,Shawnee
13096,Jonathan,Chen,Jonathan Chen,4/19/1963,Male,10/15/2021,Haney
13097,Dalton,Hughes,Dalton Hughes,5/10/1968,Male,4/8/2021,Colma
13098,Miguel,Russell,Miguel Russell,4/6/1963,Male,5/8/2021,Everett
13099,Jay,Romero,Jay Romero,2/1/1963,Male,5/3/2021,Campbellsville
13100,Jeremy,Perez,Jeremy Perez,7/12/1968,Male,4/17/2021,Novato
13101,Alex,Sanchez,Alex Sanchez,4/6/1963,Male,4/3/2021,Langley
13102,Mariah,Bryant,Mariah Bryant,3/19/1963,Female,4/8/2021,Milwaukie
13103,Brendan,Raji,Brendan Raji,1/29/1969,Male,6/26/2020,Geelong
13104,Gregory,Becker,Gregory Becker,4/8/1974,Male,6/10/2020,Darlinghurst
13105,Whitney,Kovár,Whitney Kovár,12/30/1967,Female,6/10/2020,Bendigo
13106,Ebony,Munoz,Ebony Munoz,7/4/1973,Female,6/16/2020,Malabar
13107,Mary,Nelson,Mary Nelson,1/8/1968,Female,6/3/2020,Brisbane
13108,Curtis,Wang,Curtis Wang,6/24/1968,Male,6/18/2020,Bendigo
13109,Cheryl,Navarro,Cheryl Navarro,8/8/1973,Female,6/18/2020,Caloundra
13110,Levi,Mehta,Levi Mehta,12/8/1972,Male,6/4/2020,Lane Cove
13111,Hannah,Butler,Hannah Butler,2/13/1967,Female,6/29/2020,Wollongong
13112,Bianca,Gao,Bianca Gao,1/16/1978,Female,6/10/2020,North Sydney
13113,Bryant,Sanchez,Bryant Sanchez,1/11/1972,Male,6/15/2020,Goulburn
13114,Claudia,Zhang,Claudia Zhang,10/29/1971,Female,5/31/2020,Milsons Point
13115,Clarence,Wu,Clarence Wu,3/23/1983,Male,6/26/2020,North Sydney
13116,Tyrone,Diaz,Tyrone Diaz,11/5/1971,Male,3/14/2021,North Sydney
13117,Evelyn,Rodriguez,Evelyn Rodriguez,7/11/1971,Female,6/2/2020,Sydney
13118,Sydney,Cook,Sydney Cook,1/5/1966,Female,6/22/2020,Cranbourne
13119,Jaclyn,Guo,Jaclyn Guo,5/10/1971,Female,6/11/2020,Caloundra
13120,Levi,Weber,Levi Weber,7/5/1976,Male,2/13/2021,Lavender Bay
13121,Latasha,Jimenez,Latasha Jimenez,3/18/1976,Female,4/6/2021,Melton
13122,Catherine,Cox,Catherine Cox,1/30/1971,Female,6/12/2020,Bendigo
13123,Kelli,Raji,Kelli Raji,5/1/1975,Female,6/14/2020,Coffs Harbour
13124,Marco,Vance,Marco Vance,8/29/1969,Male,10/30/2021,Hawthorne
13125,Alejandro,Hu,Alejandro Hu,7/5/1975,Male,5/19/2021,Melbourne
13126,Lydia,Suri,Lydia Suri,8/3/1969,Female,6/7/2020,Melton
13127,Shane,Fernandez,Shane Fernandez,6/9/1970,Male,6/19/2021,Melton
13128,Colleen,West,Colleen West,4/20/1975,Female,6/29/2020,Springwood
13129,Joy,Ramos,Joy Ramos,11/29/1969,Female,6/18/2020,Sunbury
13130,Dalton,Miller,Dalton Miller,10/22/1970,Male,6/25/2020,Bendigo
13131,Briana,Diaz,Briana Diaz,2/28/1965,Female,6/23/2020,Melton
13132,Casey,Vazquez,Casey Vazquez,8/20/1964,Male,6/8/2020,Sydney
13133,Devon,Kennedy,Devon Kennedy,2/15/1965,Male,6/14/2020,North Sydney
13134,Sara,Morgan,Sara Morgan,10/29/1939,Female,6/17/2020,Townsville
13135,Johnny,Rai,Johnny Rai,1/31/1963,Male,6/8/2020,Springwood
13136,Virginia,Martinez,Virginia Martinez,5/12/1942,Female,6/22/2021,Hawthorne
13137,Jacqueline,Simmons,Jacqueline Simmons,8/8/1965,Female,3/26/2021,Melton
13138,Teresa,Alonso,Teresa Alonso,12/9/1965,Female,2/2/2021,South Melbourne
13139,Carmen,Perez,Carmen Perez,2/5/1967,Female,6/9/2020,Lane Cove
13140,Jamie,Zhu,Jamie Zhu,10/8/1958,Female,7/23/2021,Findon
13141,Walter,Hernandez,Walter Hernandez,4/7/1959,Male,10/15/2021,Silverwater
13142,Xavier,Moore,Xavier Moore,9/19/1980,Male,12/31/2019,Novato
13143,Hannah,Jackson,Hannah Jackson,8/5/1980,Female,8/2/2021,Langford
13144,Destiny,Stewart,Destiny Stewart,2/24/1982,Female,3/6/2021,Royal Oak
13145,Gilbert,Xu,Gilbert Xu,7/21/1981,Male,11/4/2021,Cheektowaga
13146,Gabriella,Ramirez,Gabriella Ramirez,11/12/1981,Female,5/18/2021,Beaverton
13147,Cedric,Lin,Cedric Lin,2/20/1986,Male,6/6/2021,Burbank
13148,Tyler,Anderson,Tyler Anderson,9/29/1985,Male,3/18/2021,Westminster
13149,Linda,Ferrier,Linda Ferrier,2/14/1957,Female,4/7/2021,Gold Coast
13150,Lacey,Yang,Lacey Yang,12/8/1942,Female,7/2/2021,North Ryde
13151,Ethan,Moore,Ethan Moore,6/4/1984,Male,12/4/2021,Long Beach
13152,Gabrielle,Butler,Gabrielle Butler,8/16/1983,Female,1/14/2020,Oakland
13153,Jack,Hill,Jack Hill,4/16/1985,Male,2/12/2021,Burien
13154,Aaron,Lal,Aaron Lal,1/18/1985,Male,11/5/2021,Edmonds
13155,Jay,Gutierrez,Jay Gutierrez,4/7/1950,Male,3/13/2021,South Melbourne
13156,Bradley,Lal,Bradley Lal,7/3/1951,Male,6/18/2020,Caloundra
13157,Heidi,Gonzalez,Heidi Gonzalez,8/22/1945,Female,8/30/2021,Findon
13158,Casey,Xu,Casey Xu,9/11/1946,Female,2/5/2021,Springwood
13159,Roberto,Ramos,Roberto Ramos,4/13/1947,Male,7/27/2021,Sunbury
13160,Willie,Xu,Willie Xu,8/6/1948,Male,6/24/2020,Warrnambool
13161,Jose,Moore,Jose Moore,10/22/1981,Male,1/9/2020,Corvallis
13162,Nina,Nath,Nina Nath,10/20/1981,Female,7/16/2021,Concord
13163,Noah,Lopez,Noah Lopez,9/6/1981,Male,5/30/2021,Daly City
13164,Olivia,Ward,Olivia Ward,11/1/1981,Female,6/30/2021,Downey
13165,Wyatt,Walker,Wyatt Walker,3/21/1982,Male,1/14/2020,Lakewood
13166,Kyle,Chen,Kyle Chen,9/10/1981,Male,3/22/2021,National City
13167,Mario,Tang,Mario Tang,1/1/1980,Male,11/6/2021,Concord
13168,Hannah,Price,Hannah Price,9/16/1979,Female,9/26/2021,Santa Monica
13169,Caleb,Griffin,Caleb Griffin,8/31/1977,Male,6/5/2021,Milwaukie
13170,Sebastian,Reed,Sebastian Reed,7/7/1977,Male,3/28/2021,Beverly Hills
13171,Catherine,Torres,Catherine Torres,12/6/1973,Female,1/30/2021,National City
13172,Isabella,Cook,Isabella Cook,3/18/1974,Female,10/6/2021,Lynnwood
13173,Dalton,Brooks,Dalton Brooks,3/14/1974,Male,1/9/2020,Corvallis
13174,Gabriella,Morris,Gabriella Morris,11/1/1973,Female,1/17/2020,Lake Oswego
13175,Noah,Smith,Noah Smith,8/9/1973,Male,6/25/2021,N. Vancouver
13176,Kurt,Chander,Kurt Chander,2/28/1973,Male,1/28/2020,Berkeley
13177,Taylor,Rogers,Taylor Rogers,8/26/1968,Female,1/27/2020,Milwaukie
13178,Megan,Gray,Megan Gray,10/15/1968,Female,1/10/2020,Woodburn
13179,Adrian,Sanchez,Adrian Sanchez,12/17/1947,Male,4/15/2021,Sooke
13180,Leslie,Sanz,Leslie Sanz,8/22/1947,Female,5/14/2021,Burien
13181,Brian,Morgan,Brian Morgan,6/21/1948,Male,3/17/2021,Imperial Beach
13182,Jeremy,Bennett,Jeremy Bennett,11/14/1953,Male,9/22/2021,Olympia
13183,Christian,Jenkins,Christian Jenkins,1/18/1948,Male,3/12/2021,Spokane
13184,Miguel,Perez,Miguel Perez,8/23/1953,Male,10/17/2021,Lebanon
13185,William,Lee,William Lee,6/26/1948,Male,3/17/2021,Langley
13186,Marcus,Sanders,Marcus Sanders,5/23/1948,Male,5/9/2021,Chula Vista
13187,Evan,Wright,Evan Wright,2/14/1948,Male,4/30/2021,Fremont
13188,Anthony,Davis,Anthony Davis,7/20/1947,Male,10/12/2021,Puyallup
13189,Gloria,Romero,Gloria Romero,3/31/1953,Female,1/20/2020,Concord
13190,Jonathan,Diaz,Jonathan Diaz,8/9/1947,Male,1/10/2020,Burbank
13191,Emma,Rodriguez,Emma Rodriguez,7/14/1954,Female,8/30/2021,Redwood City
13192,Hunter,Martinez,Hunter Martinez,9/12/1948,Male,11/9/2021,San Carlos
13193,Kevin,Evans,Kevin Evans,11/5/1948,Male,7/6/2021,Mill Valley
13194,Kevin,Carter,Kevin Carter,2/23/1949,Male,9/19/2021,Burlingame
13195,Aaron,Perry,Aaron Perry,5/23/1960,Male,4/9/2021,San Francisco
13196,Kimberly,Sanders,Kimberly Sanders,10/29/1954,Female,10/8/2021,Issaquah
13197,Katherine,Smith,Katherine Smith,6/25/1949,Female,4/7/2021,N. Vancouver
13198,Cindy,Gray,Cindy Gray,4/14/1949,Female,2/23/2021,Metchosin
13199,Timothy,Stewart,Timothy Stewart,12/22/1948,Male,1/28/2021,Vancouver
13200,Jessica,Miller,Jessica Miller,1/6/1949,Female,11/10/2021,San Diego
13201,Nicholas,Davis,Nicholas Davis,2/20/1950,Male,7/16/2021,Sooke
13202,Natasha,Romero,Natasha Romero,10/17/1949,Female,1/8/2020,Colma
13203,Bailey,Bell,Bailey Bell,10/10/1949,Female,1/28/2020,Olympia
13204,Savannah,Parker,Savannah Parker,8/4/1955,Female,11/4/2021,Imperial Beach
13205,Jerome,Torres,Jerome Torres,2/6/1950,Male,1/19/2020,Canoga Park
13206,Emily,Flores,Emily Flores,6/18/1956,Female,2/17/2021,Vancouver
13207,Kenneth,Rai,Kenneth Rai,10/7/1956,Male,10/6/2021,Chula Vista
13208,Cassidy,Bryant,Cassidy Bryant,4/1/1951,Female,12/31/2019,Concord
13209,Alexandria,Bailey,Alexandria Bailey,1/14/1951,Female,8/31/2021,Langford
13210,Ethan,Simmons,Ethan Simmons,11/24/1950,Male,12/31/2019,Redwood City
13211,James,Jai,James Jai,6/11/1951,Male,1/19/2022,Beaverton
13212,Logan,Phillips,Logan Phillips,2/7/1951,Male,1/27/2020,Long Beach
13213,Courtney,King,Courtney King,8/30/1951,Female,3/8/2021,Walla Walla
13214,Elijah,Adams,Elijah Adams,6/19/1952,Male,1/11/2020,Seattle
13215,Colleen,Sharma,Colleen Sharma,10/29/1951,Female,8/12/2021,Carrollton
13216,Mary,Mitchell,Mary Mitchell,3/14/1952,Female,5/8/2021,Fremont
13217,Julian,Alexander,Julian Alexander,4/22/1957,Male,9/17/2021,Langford
13218,Melissa,Bryant,Melissa Bryant,7/28/1951,Female,11/2/2021,Chula Vista
13219,Rafael,Shan,Rafael Shan,8/22/1951,Male,10/5/2021,Concord
13220,Isabella,Hernandez,Isabella Hernandez,1/25/1952,Female,12/31/2019,Newport Beach
13221,Madeline,Hall,Madeline Hall,6/4/1952,Female,1/18/2020,Lincoln Acres
13222,Arturo,Liu,Arturo Liu,8/30/1951,Male,3/22/2021,Cliffside
13223,Noah,Lee,Noah Lee,1/6/1952,Male,10/25/2021,Imperial Beach
13224,Amanda,Brooks,Amanda Brooks,8/11/1951,Female,1/22/2020,Kirkland
13225,Jésus,Suarez,Jésus Suarez,12/19/1952,Male,1/9/2020,Berkeley
13226,Jenna,Mitchell,Jenna Mitchell,9/9/1952,Female,1/4/2020,Walla Walla
13227,Alexander,Wilson,Alexander Wilson,11/21/1952,Male,4/14/2021,Chula Vista
13228,Thomas,Sanchez,Thomas Sanchez,10/28/1952,Male,7/26/2021,Colma
13229,Dylan,Wang,Dylan Wang,2/2/1953,Male,7/3/2021,Woodburn
13230,Chloe,Bryant,Chloe Bryant,9/7/1952,Female,1/14/2020,Olympia
13231,Alexia,Ross,Alexia Ross,4/10/1954,Female,4/24/2021,Langley
13232,Kaitlyn,Baker,Kaitlyn Baker,4/19/1954,Female,9/7/2021,Lebanon
13233,Richard,Coleman,Richard Coleman,6/4/1954,Male,2/19/2020,Marysville
13234,Robert,Lewis,Robert Lewis,8/19/1959,Male,1/31/2021,Puyallup
13235,Jonathan,Robinson,Jonathan Robinson,3/22/1954,Male,2/18/2021,Woodburn
13236,Robert,Wang,Robert Wang,11/22/1953,Male,10/20/2021,Beverly Hills
13237,Devin,Stewart,Devin Stewart,10/20/1953,Male,2/16/2020,Torrance
13238,John,Williams,John Williams,4/25/1954,Male,2/6/2020,Torrance
13239,Matthew,Thomas,Matthew Thomas,4/11/1960,Male,5/24/2021,N. Vancouver
13240,Blake,Foster,Blake Foster,11/5/1960,Male,8/31/2021,Chula Vista
13241,Natalie,Ward,Natalie Ward,1/1/1961,Female,9/4/2021,Victoria
13242,Kyle,Yang,Kyle Yang,5/5/1961,Male,10/9/2021,Los Angeles
13243,Alyssa,Davis,Alyssa Davis,5/12/1957,Female,2/5/2020,Lake Oswego
13244,Jose,Sharma,Jose Sharma,4/20/1957,Male,10/10/2021,Puyallup
13245,Angel,Scott,Angel Scott,12/21/1956,Male,7/7/2021,Salem
13246,Hailey,Perez,Hailey Perez,7/25/1957,Female,1/29/2020,Long Beach
13247,Zachary,Chen,Zachary Chen,5/11/1963,Male,2/13/2020,Burbank
13248,Isabella,Martinez,Isabella Martinez,9/3/1957,Female,1/30/2020,Edmonds
13249,Ryan,Perry,Ryan Perry,1/18/1958,Male,4/10/2021,Shawnee
13250,Jordan,King,Jordan King,2/19/1963,Female,2/20/2020,Santa Cruz
13251,Raymond,Malhotra,Raymond Malhotra,8/12/1974,Male,11/1/2020,Esher-Molesey
13252,Bianca,Lu,Bianca Lu,12/31/1963,Female,11/10/2020,London
13253,Carly,Xie,Carly Xie,11/13/1974,Female,11/2/2020,London
13254,Beth,Gomez,Beth Gomez,7/23/1963,Female,12/11/2020,Milton Keynes
13255,Lance,Blanco,Lance Blanco,9/23/1962,Male,12/2/2020,Saarbrücken
13256,Abby,Subram,Abby Subram,5/13/1963,Female,12/13/2020,Essen
13257,Jon,Chander,Jon Chander,1/3/1963,Male,1/13/2019,Hof
13258,Anne,Dominguez,Anne Dominguez,8/31/1962,Female,1/5/2019,Kassel
13259,Allen,Garcia,Allen Garcia,5/7/1963,Male,1/23/2019,Münster
13260,James,Flores,James Flores,4/8/1963,Male,1/17/2019,Neunkirchen
13261,Lindsey,Andersen,Lindsey Andersen,10/3/1962,Female,1/8/2019,Paderborn
13262,Jaime,Nara,Jaime Nara,4/20/1963,Male,3/22/2021,High Wycombe
